2020-02-13/22:53:11		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:39		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:39		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:39		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:39		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:40		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:40		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:40		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:40		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:40		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:40		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:40		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:40		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:40		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:40		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:40		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:40		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:40		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:40		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:40		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:40		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:40		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:40		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:40		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:40		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:40		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:40		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:40		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:40		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:40		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:40		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:40		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:40		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:40		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:41		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:41		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:41		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:41		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:41		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:41		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:41		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:41		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:41		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:41		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:41		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:41		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:41		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:41		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:41		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:41		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:41		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:41		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:41		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:41		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:41		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:41		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:41		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:41		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:41		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:41		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:41		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:42		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:42		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:42		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:42		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:42		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:42		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:42		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:42		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:42		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:42		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:42		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:42		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:42		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:42		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:42		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:42		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:42		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:42		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:42		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:42		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:42		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:42		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:42		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:42		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:42		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:43		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:43		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:43		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:43		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:43		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:43		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:43		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:43		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:43		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:43		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:43		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:43		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:43		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:43		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:43		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:43		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:43		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:43		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:43		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:43		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:43		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:43		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:43		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:43		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:43		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:43		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:43		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:43		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:43		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:44		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:44		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:44		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:44		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:44		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:44		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:44		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:44		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:44		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:44		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:44		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:44		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:44		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:44		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:44		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:44		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:44		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:44		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:44		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:44		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:44		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:44		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:44		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:44		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:44		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:44		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:45		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:45		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:45		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:45		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:45		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:45		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:45		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:45		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:45		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:45		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:45		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:45		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:45		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:45		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:45		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:45		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:45		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:45		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:45		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:45		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:45		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:45		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:45		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:45		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:45		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:45		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:45		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:45		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:45		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:46		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:46		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:46		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:46		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:46		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:46		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:46		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:46		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:46		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:46		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:46		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:46		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:46		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:46		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:46		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:46		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:46		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:46		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:46		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:46		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:46		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:46		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:46		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:46		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:46		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:46		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:46		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:47		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:47		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:47		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:47		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:47		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:47		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:47		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:47		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:47		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:47		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:47		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:47		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:47		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:47		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:47		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:47		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:47		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:47		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:47		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:47		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:47		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:47		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:47		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:47		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:47		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:48		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:49		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:50		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:50		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:50		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:50		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:50		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:50		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:50		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:50		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:50		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:50		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:50		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:50		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:50		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:50		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:50		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:50		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:50		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:50		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:50		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:50		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:50		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:50		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:50		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:50		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:50		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:50		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:51		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
2020-02-13/23:07:52		 mushroom_08012020_120000.csv.csv: File loaded successfully!!
